(0, 0, 3, 12)
(100, 0, 3, 13)
(100, -100, 3, 24)
(0, -100, 3, 23)
(-100, -100, 3, 23)
(-100, 0, 3, 12)
(-100, 100, 3, 12)
(-200, 100, 3, 11)
(-200, 200, 3, 0)
(-800, 100, 2, 16)
(-800, 0, 2, 16)
(-800, -100, 2, 16)
(-600, -400, 1, 22)
(-600, -300, 1, 11)
(-600, -200, 1, 0)
(-700, -100, 4, 27)
(-600, 200, 3, 36)
(-600, 300, 4, 5)
(600, 400, 4, 29)
(100, 300, 4, 32)
(300, 200, 4, 5)
(100, 200, 3, 2)
(0, 200, 3, 1)
(-100, 200, 3, 1)
(-400, 200, 4, 30)
(-400, -100, 3, 36)
(-500, 0, 4, 5)
(-500, -200, 1, 2)
(-500, -300, 1, 27)
(-500, -400, 1, 23)
(-400, -400, 1, 24)
(-400, -300, 1, 2)
(-200, -100, 3, 22)
(-200, 0, 3, 11)
(500, -400, 3, 36)
(300, -400, 4, 28)
(300, -100, 3, 36)
(100, 100, 3, 13)
(500, 200, 3, 36)
(600, -100, 4, 8)
(-800, -500, 2, 16)
(-800, -400, 2, 16)
(-800, -300, 2, 16)
(-800, -700, 2, 23)
(-800, -200, 2, 16)
(-800, 200, 2, 16)
(-800, 300, 2, 16)
(-800, 400, 2, 16)
(-800, 500, 2, 16)
(-800, 600, 2, 16)
(-800, 700, 2, 16)
(-800, -600, 2, 16)
(-700, -600, 2, 25)
(-600, -600, 2, 26)
(-500, -600, 2, 26)
(-400, -600, 2, 26)
(-300, -600, 2, 26)
(-200, -600, 2, 27)
(-700, 500, 2, 28)
(-900, 700, 2, 8)
(-900, 600, 2, 8)
(-900, 500, 2, 8)
(-1000, 600, 2, 8)
(-1000, 700, 2, 8)
(-1000, 500, 2, 8)
(-900, 400, 2, 8)
(-900, 300, 2, 8)
(-1000, 300, 2, 8)
(-1000, 400, 2, 8)
(-1000, 200, 2, 8)
(-900, 200, 2, 8)
(-900, 100, 2, 8)
(-900, 0, 2, 8)
(-900, -100, 2, 8)
(-1000, -100, 2, 8)
(-1000, 0, 2, 8)
(-1000, 100, 2, 8)
(-1000, -200, 2, 8)
(-900, -200, 2, 8)
(-900, -300, 2, 8)
(-900, -400, 2, 8)
(-1000, -300, 2, 8)
(-1000, -400, 2, 8)
(-900, -500, 2, 8)
(-1000, -500, 2, 8)
(-900, -600, 2, 8)
(-1000, -600, 2, 8)
(-1000, -700, 2, 22)
(-900, -700, 2, 22)
(-600, -700, 2, 22)
(-500, -700, 2, 22)
(-400, -700, 2, 22)
(-300, -700, 2, 22)
(-600, -800, 2, 29)
(-500, -800, 2, 29)
(-300, -800, 2, 29)
(-400, -800, 2, 29)
(-200, -800, 2, 30)
(-200, -700, 2, 23)
(200, -600, 2, 25)
(300, -600, 2, 26)
(400, -600, 2, 26)
(500, -600, 2, 26)
(600, -600, 2, 26)
(200, -700, 2, 21)
(300, -700, 2, 22)
(400, -700, 2, 22)
(500, -700, 2, 22)
(600, -700, 2, 22)
(600, -800, 2, 29)
(500, -800, 2, 29)
(400, -800, 2, 29)
(300, -800, 2, 29)
(200, -800, 2, 28)
(800, 500, 2, 32)
(800, 400, 2, 5)
(800, 300, 2, 8)
(800, 200, 2, 8)
(800, 100, 2, 8)
(900, 200, 2, 8)
(900, 600, 2, 22)
(900, 700, 2, 26)
(900, 500, 2, 29)
(900, 400, 2, 5)
(1000, 500, 2, 30)
(1000, 400, 2, 6)
(1000, 300, 2, 13)
(900, 300, 2, 8)
(1000, 200, 2, 13)
(900, 100, 2, 8)
(1000, 100, 2, 13)
(1000, 0, 2, 13)
(900, 0, 2, 8)
(800, 0, 2, 8)
(800, -200, 2, 8)
(900, -100, 2, 8)
(1000, -100, 2, 13)
(1000, -200, 2, 13)
(900, -200, 2, 8)
(800, -100, 2, 8)
(800, -300, 2, 8)
(900, -300, 2, 8)
(1000, -400, 2, 13)
(900, -400, 2, 8)
(1000, -300, 2, 13)
(800, -400, 2, 8)
(800, -500, 2, 19)
(900, -500, 2, 19)
(1000, -500, 2, 20)
(1000, -600, 2, 16)
(900, -600, 2, 15)
(800, -600, 2, 15)
(800, -700, 2, 22)
(900, -700, 2, 22)
(900, -800, 2, 29)
(1000, -800, 2, 30)
(1000, -700, 2, 23)
(800, -800, 2, 29)
(-600, 600, 2, 22)
(-600, 700, 2, 15)
(-500, 700, 2, 15)
(-500, 600, 2, 22)
(-400, 600, 2, 22)
(-400, 700, 2, 15)
(-300, 700, 2, 15)
(-300, 600, 2, 22)
(-200, 600, 2, 22)
(-100, 600, 2, 22)
(0, 600, 2, 22)
(100, 600, 2, 22)
(200, 600, 2, 22)
(300, 600, 2, 22)
(400, 600, 2, 22)
(500, 600, 2, 22)
(600, 600, 2, 22)
(700, 600, 2, 23)
(800, 600, 2, 21)
(800, 700, 2, 25)
(1000, 600, 2, 23)
(1000, 700, 2, 27)
(-700, 600, 2, 21)
(-600, 500, 2, 29)
(-500, 500, 2, 29)
(-400, 500, 2, 29)
(-300, 500, 2, 29)
(-200, 500, 2, 29)
(-100, 500, 2, 29)
(0, 500, 2, 29)
(100, 500, 2, 29)
(200, 500, 2, 29)
(300, 500, 2, 29)
(400, 500, 2, 29)
(500, 500, 2, 29)
(600, 500, 2, 29)
(700, 500, 2, 30)
(-200, 700, 2, 15)
(-100, 700, 2, 15)
(100, 700, 2, 15)
(200, 700, 2, 15)
(300, 700, 2, 15)
(400, 700, 2, 15)
(500, 700, 2, 15)
(600, 700, 2, 15)
(700, 700, 2, 16)
(-700, 700, 2, 14)
(-1100, -600, 2, 14)
(-1100, -700, 2, 21)
(-1100, -800, 2, 28)
(-1000, -800, 2, 29)
(-900, -800, 2, 29)
(-800, -800, 2, 30)
(-700, -800, 2, 28)
(700, -600, 2, 26)
(700, -700, 2, 22)
(700, -800, 2, 29)
(-700, -700, 2, 21)
(700, 400, 2, 4)
(700, -500, 2, 18)
(700, -400, 2, 14)
(700, -300, 2, 14)
(700, -200, 2, 14)
(700, 300, 2, 11)
(700, 200, 2, 11)
(700, 100, 2, 11)
(700, 0, 2, 11)
(700, -100, 2, 11)
(-800, -1000, 4, 11)
(-1100, -500, 2, 7)
(-1100, -400, 2, 7)
(-1100, -300, 2, 7)
(-1100, -200, 2, 7)
(-1100, -100, 2, 7)
(-1100, 0, 2, 7)
(-1100, 100, 2, 7)
(-1100, 200, 2, 7)
(0, -1100, 4, 12)
(300, -900, 4, 13)
(-400, -1100, 4, 13)
(-1300, -700, 1, 12)
(-1400, -700, 4, 2)
(-1500, -700, 1, 12)
(-1600, -700, 1, 12)
(-1700, -700, 1, 12)
(-1800, -700, 4, 1)
(-1900, -700, 1, 12)
(-2000, -700, 1, 12)
(-2100, -700, 1, 12)
(-2200, -700, 1, 12)
(-2200, -800, 1, 12)
(-2200, -900, 1, 12)
(-2200, -1000, 4, 4)
(-2200, -1100, 1, 12)
(-2200, -1200, 1, 12)
(-2200, -1300, 1, 12)
(-2200, -1400, 1, 12)
(-2200, -1500, 4, 3)
(-2200, -1600, 1, 12)
(-1300, -600, 4, 1)
(-1400, -600, 1, 12)
(-1500, -600, 1, 12)
(-1600, -600, 1, 12)
(-1700, -600, 1, 12)
(-1800, -600, 1, 12)
(-1900, -600, 4, 4)
(-2000, -600, 1, 12)
(-2100, -600, 1, 12)
(-2200, -600, 1, 12)
(-2300, -600, 1, 12)
(-2400, -600, 1, 12)
(-2300, -700, 4, 3)
(-2400, -700, 1, 12)
(-2400, -800, 1, 12)
(-2300, -800, 1, 12)
(-2300, -900, 1, 12)
(-2300, -1000, 1, 12)
(-2400, -900, 1, 12)
(-2400, -1000, 1, 12)
(-2300, -1100, 1, 12)
(-2300, -1200, 1, 12)
(-2300, -1300, 4, 3)
(-2400, -1200, 1, 12)
(-2400, -1100, 1, 12)
(-2400, -1300, 1, 12)
(-2400, -1400, 1, 12)
(-2300, -1400, 1, 12)
(-2300, -1500, 4, 1)
(-2300, -1600, 1, 12)
(-2400, -1600, 1, 12)
(-2400, -1700, 1, 12)
(-2400, -1500, 1, 12)
(-2300, -1700, 1, 12)
(-2200, -1700, 1, 12)
(-2200, -1800, 1, 12)
(-2200, -1900, 1, 12)
(-2200, -2000, 1, 12)
(-2200, -2100, 1, 12)
(-2200, -2200, 4, 0)
(-2200, -2300, 1, 12)
(-2200, -2400, 1, 12)
(-1200, -700, 1, 13)
(-1200, -600, 1, 13)
(-1200, -500, 1, 13)
(-1200, -400, 1, 13)
(-1300, -800, 1, 23)
(-1400, -800, 1, 23)
(-1500, -800, 1, 23)
(-1600, -800, 1, 23)
(-1700, -800, 1, 23)
(-1800, -800, 1, 23)
(-1900, -800, 1, 23)
(-2000, -800, 1, 23)
(-2100, -800, 1, 16)
(-1200, -800, 1, 24)
(-2100, -900, 1, 13)
(-2100, -1000, 1, 13)
(-2100, -1100, 1, 13)
(-2100, -1200, 1, 13)
(-2100, -1300, 1, 13)
(-2100, -1400, 1, 13)
(-2100, -1500, 1, 13)
(-2100, -1600, 1, 13)
(-2100, -1700, 1, 13)
(-2100, -1800, 1, 13)
(-2100, -1900, 1, 13)
(-2100, -2000, 1, 13)
(-2100, -2100, 1, 13)
(-2100, -2200, 1, 13)
(-2100, -2300, 1, 13)
(-2100, -2400, 1, 13)
(-2100, -2500, 1, 13)
(-2100, -2600, 1, 13)
(-2100, -2700, 1, 13)
(-2100, -2800, 1, 13)
(-2100, -2900, 1, 13)
(-2100, -3000, 1, 27)
(-1700, -1100, 4, 27)
(-1100, -1400, 4, 30)
(-1700, -2000, 4, 30)
(-1100, -2400, 4, 31)
(-500, -1900, 4, 31)
(300, -1500, 4, 32)
(1000, -900, 4, 34)
(-1700, -1600, 4, 11)
(-1900, -2600, 4, 11)
(-1200, -1900, 4, 11)
(-200, -1400, 4, 13)
(800, -1200, 4, 11)
(700, -2000, 4, 11)
(0, -2300, 1, 12)
(-1400, -2700, 4, 11)
(-600, -2600, 4, 27)
(100, -2100, 1, 12)
(100, -2900, 4, 27)
(-2000, -1800, 4, 27)
(-1300, -500, 1, 12)
(-1400, -500, 1, 12)
(-1500, -500, 1, 12)
(-1600, -500, 1, 12)
(-1700, -500, 1, 12)
(-1800, -500, 1, 12)
(-1900, -500, 1, 12)
(-2000, -500, 1, 12)
(-2100, -500, 1, 12)
(-2200, -500, 1, 12)
(-2300, -500, 1, 12)
(-2400, -500, 1, 12)
(-2300, -1800, 1, 12)
(-2300, -1900, 4, 2)
(-2300, -2000, 1, 12)
(-2300, -2100, 1, 12)
(-2300, -2200, 1, 12)
(-2300, -2300, 1, 12)
(-2300, -2400, 1, 12)
(-2400, -2400, 1, 12)
(-2300, -2500, 1, 12)
(-2200, -2500, 1, 12)
(-2300, -2600, 1, 12)
(-2300, -2700, 1, 12)
(-2200, -2700, 1, 12)
(-2200, -2600, 4, 2)
(-2200, -2800, 1, 12)
(-2300, -2800, 1, 12)
(-2300, -2900, 4, 1)
(-2300, -3000, 1, 12)
(-2200, -3000, 4, 3)
(-2200, -2900, 1, 12)
(-2300, -3100, 1, 12)
(-2200, -3100, 1, 12)
(-2200, -3200, 1, 12)
(-2300, -3200, 1, 12)
(-2300, -3300, 1, 12)
(-2200, -3300, 1, 12)
(-2100, -3300, 4, 4)
(-2100, -3200, 1, 12)
(-2100, -3100, 1, 12)
(-2000, -3100, 4, 4)
(-2000, -3200, 1, 12)
(-2000, -3300, 1, 12)
(0, 100, 3, 12)
(0, 700, 2, 12)
(-1100, 300, 2, 12)
(-1100, 400, 2, 12)
(-1100, 500, 2, 12)
(-1100, 600, 2, 12)
(-1100, 700, 2, 12)
(700, 800, 2, 13)
(700, 900, 2, 13)
(700, 1000, 2, 13)
(700, 1100, 2, 13)
(700, 1200, 2, 13)
(700, 1300, 2, 13)
(700, 1400, 2, 13)
(700, 1500, 2, 13)
(-1300, -300, 1, 1)
(-1400, -300, 1, 1)
(-1500, -300, 1, 1)
(-1600, -300, 1, 1)
(-1700, -300, 1, 1)
(-1800, -300, 1, 1)
(-1900, -300, 1, 1)
(-2000, -300, 1, 1)
(-2100, -300, 1, 1)
(-2200, -300, 1, 1)
(-2300, -300, 1, 1)
(-2400, -300, 1, 1)
(-1200, -300, 1, 2)
(-2400, -400, 1, 12)
(-2300, -400, 1, 12)
(-2200, -400, 1, 12)
(-2100, -400, 1, 12)
(-2000, -400, 1, 12)
(-1900, -400, 1, 12)
(-1800, -400, 1, 12)
(-1700, -400, 1, 12)
(-1600, -400, 1, 12)
(-1500, -400, 1, 12)
(-1400, -400, 1, 12)
(-1300, -400, 1, 12)
(-2000, -3000, 1, 1)
(-1900, -3000, 1, 1)
(-1800, -3000, 1, 1)
(-1700, -3000, 1, 1)
(-1600, -3000, 1, 1)
(-1500, -3000, 1, 1)
(-1400, -3000, 1, 1)
(-1300, -3000, 1, 1)
(-1200, -3000, 1, 28)
(1100, -700, 2, 0)
(1100, -800, 2, 7)
(1100, -900, 2, 7)
(1100, -1000, 2, 7)
(1100, -1100, 2, 7)
(1100, -1200, 2, 8)
(1100, -1300, 2, 7)
(1100, -1400, 2, 21)
(1100, -1600, 2, 28)
(1100, -1500, 2, 21)
(1100, -2100, 2, 0)
(1100, -2200, 2, 7)
(1100, -2300, 2, 21)
(1100, -2400, 2, 28)
(-300, -3000, 2, 1)
(-200, -3000, 2, 1)
(-100, -3000, 2, 1)
(0, -3000, 2, 1)
(100, -3000, 2, 1)
(200, -3000, 2, 1)
(300, -3000, 2, 1)
(400, -3000, 2, 1)
(500, -3000, 2, 1)
(600, -3000, 2, 1)
(700, -3000, 2, 1)
(800, -3000, 2, 1)
(900, -3000, 2, 1)
(1000, -3000, 2, 2)
(1100, -3000, 2, 0)
(-300, -2000, 1, 1)
(-200, -2000, 1, 1)
(-100, -2000, 1, 1)
(0, -2000, 1, 1)
(100, -2000, 1, 1)
(200, -2000, 1, 1)
(300, -2000, 1, 1)
(400, -2000, 1, 2)
(500, -2200, 1, 1)
(300, -2100, 1, 12)
(200, -2100, 4, 1)
(0, -2100, 1, 12)
(-100, -2100, 1, 12)
(-200, -2100, 1, 12)
(-200, -2200, 1, 12)
(-300, -2200, 1, 12)
(-100, -2200, 1, 12)
(0, -2200, 1, 12)
(100, -2200, 1, 12)
(200, -2200, 4, 3)
(300, -2200, 1, 12)
(400, -2200, 1, 27)
(400, -2100, 1, 13)
(400, -2300, 1, 12)
(500, -2300, 1, 12)
(600, -2300, 1, 12)
(700, -2300, 4, 0)
(700, -2400, 1, 12)
(600, -2400, 1, 12)
(500, -2400, 1, 12)
(400, -2400, 4, 4)
(300, -2400, 1, 12)
(300, -2300, 1, 12)
(200, -2300, 1, 12)
(-300, -2100, 1, 12)
(-300, -2300, 4, 1)
(-200, -2300, 1, 12)
(-100, -2300, 4, 2)
(100, -2300, 1, 12)
(200, -2400, 1, 12)
(100, -2400, 4, 0)
(0, -2400, 1, 12)
(-100, -2400, 1, 12)
(-200, -2400, 1, 12)
(-300, -2400, 1, 12)
(-300, -2500, 1, 23)
(-200, -2500, 1, 23)
(-100, -2500, 1, 23)
(0, -2500, 1, 23)
(100, -2500, 1, 23)
(200, -2500, 1, 23)
(300, -2500, 1, 23)
(400, -2500, 1, 23)
(500, -2500, 1, 23)
(600, -2500, 1, 23)
(700, -2500, 1, 23)
(800, -2300, 1, 12)
(900, -2300, 1, 12)
(900, -2400, 4, 3)
(800, -2400, 1, 12)
(800, -2500, 1, 23)
(900, -2500, 1, 23)
(1000, -2500, 1, 24)
(1000, -2400, 1, 13)
(1000, -2300, 1, 13)
(-400, -2100, 4, 2)
(-500, -2100, 1, 12)
(-600, -2100, 1, 12)
(-600, -2200, 4, 4)
(-600, -2300, 1, 12)
(-500, -2300, 1, 12)
(-400, -2300, 1, 12)
(-400, -2200, 1, 12)
(-500, -2200, 4, 0)
(-500, -2400, 1, 12)
(-400, -2400, 1, 12)
(-600, -2400, 4, 2)
(-600, -2500, 1, 23)
(-500, -2500, 1, 23)
(-400, -2500, 1, 23)
(-700, -2100, 1, 11)
(-700, -2200, 1, 11)
(-700, -2300, 1, 11)
(-700, -2400, 1, 11)
(-700, -2500, 1, 20)
(600, -2200, 1, 1)
(700, -2200, 1, 1)
(800, -2200, 1, 1)
(900, -2200, 1, 1)
(-400, -2000, 1, 1)
(-500, -2000, 1, 1)
(-600, -2000, 1, 1)
(-700, -2000, 1, 0)
(1000, -2200, 1, 2)
(-1100, -3000, 1, 13)
(-1100, -3100, 1, 13)
(-1100, -3200, 1, 13)
(-1100, -3300, 1, 13)
(-1200, -3100, 1, 12)
(-1300, -3100, 1, 12)
(-1400, -3100, 1, 12)
(-1500, -3100, 1, 12)
(-1600, -3100, 1, 12)
(-1700, -3100, 1, 12)
(-1800, -3100, 1, 12)
(-1900, -3100, 1, 12)
(-1900, -3200, 1, 12)
